CaptureEventID,NumSpecies,Species,Count
ASG000bv69,1,hyenaSpotted,1
ASG000bv6m,1,zebra,1
ASG000bv7b,1,zebra,1
ASG000bv7h,1,zebra,1
ASG000bv82,1,hartebeest,1
ASG000bv9f,1,giraffe,2
ASG000bv9r,1,zebra,2
ASG000bvba,1,zebra,1
ASG000bvbc,1,zebra,1
ASG000bvcz,1,wildebeest,7
ASG000bvdb,1,wildebeest,1
ASG000bve9,1,zebra,3
ASG000bved,1,giraffe,1
ASG000bvee,1,wildebeest,2
ASG000bvem,2,eland,1
ASG000bvem,2,topi,3
ASG000bvfh,2,otherBird,1
ASG000bvfh,2,wildebeest,8
ASG000bvfq,1,wildebeest,5
ASG000bvgj,1,zebra,2
ASG000bvht,1,giraffe,1
ASG000bvio,1,ostrich,1
ASG000bvod,1,dikDik,1
ASG000bw51,1,dikDik,1
ASG000bw5f,1,bushbuck,1
ASG000bw76,1,reedbuck,1
ASG000bwa5,1,bushbuck,1
ASG000bwe7,1,bushbuck,1
ASG000bweu,1,human,1
ASG000bwfw,1,elephant,1
ASG000bwmu,1,otherBird,1
ASG000bwnf,1,wildebeest,11-50
ASG000bwts,1,hyenaSpotted,1
ASG000bwvw,1,impala,1
ASG000bwxo,1,human,1
ASG000bwxz,1,warthog,1
ASG000bwy4,1,warthog,1
ASG000bx0b,1,impala,1
ASG000bx0x,1,impala,1
ASG000bx1n,1,impala,2
ASG000bx25,1,impala,1
ASG000bx31,1,warthog,1
ASG000bx5d,1,warthog,3
ASG000bx5e,1,warthog,1
ASG000bx6h,1,warthog,2
ASG000bx6l,1,warthog,3
ASG000bx6s,1,human,1
ASG000bx87,1,buffalo,1
ASG000bx8h,1,impala,1
ASG000bx91,1,buffalo,2
ASG000bx97,1,giraffe,1
ASG000bx9p,1,warthog,1
ASG000bxc6,1,buffalo,11-50
ASG000bxe1,1,warthog,3
ASG000bxef,1,buffalo,3
ASG000bxfm,1,buffalo,5
ASG000bxj3,1,impala,2
ASG000bxkd,1,impala,11-50
ASG000bxkg,1,buffalo,2
ASG000bxmd,1,buffalo,4
ASG000bxn3,1,zebra,2
ASG000bxn7,1,zebra,2
ASG000bxn8,1,impala,1
ASG000bxnd,1,impala,1
ASG000bxnh,1,zebra,1
ASG000bxo6,1,zebra,5
ASG000bxok,1,wildebeest,2
ASG000bxon,1,zebra,4
ASG000bxp3,1,zebra,4
ASG000bxp4,1,zebra,2
ASG000bxp5,1,zebra,6
ASG000bxqf,1,zebra,11-50
ASG000bxre,1,wildebeest,5
ASG000bxs4,1,impala,2
ASG000bxsd,1,zebra,3
ASG000bxsg,1,impossible,
ASG000bxst,1,wildebeest,1
ASG000bxsx,1,zebra,7
ASG000bxt3,1,zebra,2
ASG000bxt7,1,zebra,2
ASG000bxte,1,impala,1
ASG000bxu0,1,zebra,1
ASG000bxux,1,zebra,1
ASG000bxv5,1,impala,3
ASG000bxva,2,wildebeest,2
ASG000bxva,2,zebra,4
ASG000bxvv,2,wildebeest,3
ASG000bxvv,2,zebra,3
ASG000bxws,1,impala,1
ASG000bxx1,1,zebra,6
ASG000bxz1,2,wildebeest,1
ASG000bxz1,2,zebra,4
ASG000bxz3,1,zebra,2
ASG000bxzj,1,zebra,4
ASG000bxzm,1,impala,3
ASG000bxzu,1,zebra,1
ASG000bxzw,1,wildebeest,1
ASG000bxzx,1,impala,4
ASG000by02,1,zebra,4
ASG000by0f,1,zebra,3
ASG000by1u,1,zebra,6
ASG000by2c,1,zebra,2
ASG000by2g,1,impala,1
ASG000by2q,2,wildebeest,1
ASG000by2q,2,zebra,1
ASG000by2s,1,impala,2
ASG000by38,1,impala,1
ASG000by3a,2,wildebeest,1
ASG000by3a,2,zebra,6
ASG000by3q,2,wildebeest,1
ASG000by3q,2,zebra,4
ASG000by3x,1,impala,1
ASG000by4w,1,impala,1
ASG000by5e,1,zebra,2
ASG000by5s,1,impala,2
ASG000by60,1,zebra,2
ASG000by6r,1,impala,3
ASG000by6x,1,impala,1
ASG000by71,1,zebra,4
ASG000by75,2,mongoose,1
ASG000by75,2,zebra,1
ASG000by7o,2,wildebeest,3
ASG000by7o,2,zebra,1
ASG000by7r,1,zebra,6
ASG000by7u,1,impala,1
ASG000by7v,1,zebra,2
ASG000by8p,1,wildebeest,2
ASG000by99,1,zebra,6
ASG000by9m,1,wildebeest,2
ASG000by9v,1,giraffe,1
ASG000bya0,1,zebra,7
ASG000byar,1,zebra,6
ASG000byb1,2,wildebeest,1
ASG000byb1,2,zebra,3
ASG000byc9,1,wildebeest,3
ASG000byd6,1,zebra,3
ASG000bydg,1,zebra,1
ASG000bye2,1,hyenaSpotted,1
ASG000byes,1,wildebeest,1
ASG000byff,1,zebra,6
ASG000byfn,1,zebra,5
ASG000byfp,1,impala,1
ASG000bygb,1,impala,6
ASG000bygx,1,zebra,2
ASG000byhm,1,wildebeest,1
ASG000byhp,1,zebra,8
ASG000byi4,1,impala,2
ASG000byi7,1,zebra,9
ASG000byik,1,giraffe,3
ASG000byir,1,zebra,2
ASG000byit,1,zebra,4
ASG000byj6,2,wildebeest,3
ASG000byj6,2,zebra,1
ASG000byjv,1,hyenaSpotted,1
ASG000byl0,1,impala,3
ASG000bymn,1,impossible,
ASG000bymt,1,impala,1
ASG000bymu,1,giraffe,1
ASG000bymw,1,vervetMonkey,1
ASG000byn0,1,impala,1
ASG000byno,1,warthog,1
ASG000bynu,1,topi,2
ASG000bynv,1,impala,1
ASG000bynx,1,impala,4
ASG000byol,1,impala,1
ASG000byom,1,impala,4
ASG000byop,1,warthog,1
ASG000byp9,1,zebra,3
ASG000bypi,1,impala,1
ASG000byql,1,impala,2
ASG000byqp,1,guineaFowl,1
ASG000bys8,1,impala,1
ASG000bysy,1,impala,1
ASG000byu3,1,impala,2
ASG000byuy,1,impala,1
ASG000byvu,1,giraffe,2
ASG000bywu,1,impala,1
ASG000byx4,1,impala,2
ASG000byy7,1,impala,3
ASG000byz7,1,impala,1
ASG000byz8,1,impala,2
ASG000bz2u,1,impala,3
ASG000bz2y,1,impala,2
ASG000bz39,2,dikDik,1
ASG000bz39,2,vervetMonkey,1
ASG000bz3f,1,impala,1
ASG000bz4v,1,impala,1
ASG000bz5x,1,impala,1
ASG000bz6m,1,impala,2
ASG000bz6u,1,giraffe,1
ASG000bz76,1,impala,2
ASG000bza4,1,gazelleThomsons,3
ASG000bzaj,1,wildebeest,1
ASG000bzb0,1,gazelleThomsons,6
ASG000bzbs,1,wildebeest,1
ASG000bzct,1,zebra,6
ASG000bzdg,1,gazelleThomsons,5
ASG000bzdk,1,wildebeest,1
ASG000bzdy,1,gazelleThomsons,4
ASG000bze6,1,gazelleThomsons,8
ASG000bzeo,1,gazelleThomsons,8
ASG000bzep,1,gazelleThomsons,1
ASG000bzew,1,zebra,11-50
ASG000bzf1,2,wildebeest,1
ASG000bzf1,2,zebra,1
ASG000bzfp,1,gazelleThomsons,5
ASG000bzgi,1,gazelleThomsons,2
ASG000bzgw,1,gazelleThomsons,1
ASG000bzh7,1,gazelleThomsons,2
ASG000bzhc,1,gazelleThomsons,2
ASG000bzhh,1,wildebeest,1
ASG000bzht,1,gazelleThomsons,9
ASG000bzi3,1,wildebeest,3
ASG000bzjq,1,gazelleThomsons,1
ASG000bzjx,1,gazelleThomsons,3
ASG000bzke,1,gazelleThomsons,2
ASG000bzko,1,gazelleThomsons,1
ASG000bzl6,1,wildebeest,1
ASG000bzlp,1,gazelleThomsons,5
ASG000bzme,2,gazelleThomsons,10
ASG000bzme,2,otherBird,1
ASG000bzmk,1,wildebeest,2
ASG000bzml,1,wildebeest,1
ASG000bzmu,1,gazelleThomsons,2
ASG000bzn5,1,gazelleThomsons,2
ASG000bznh,1,wildebeest,2
ASG000bzor,1,wildebeest,1
ASG000bzow,1,gazelleThomsons,6
ASG000bzoz,1,gazelleThomsons,11-50
ASG000bzp2,1,gazelleThomsons,1
ASG000bzp4,1,gazelleThomsons,6
ASG000bzpj,1,eland,1
ASG000bzpy,1,gazelleThomsons,1
ASG000bzq2,1,gazelleThomsons,7
ASG000bzru,1,gazelleThomsons,7
ASG000bzsc,1,gazelleThomsons,7
ASG000bzsf,1,gazelleThomsons,1
ASG000bzsk,1,gazelleThomsons,2
ASG000bzss,1,gazelleThomsons,6
ASG000bzst,1,gazelleThomsons,2
ASG000bzsx,1,wildebeest,4
ASG000bztd,1,gazelleThomsons,1
ASG000bzu5,1,gazelleThomsons,10
ASG000bzum,1,gazelleThomsons,7
ASG000bzuz,1,gazelleThomsons,3
ASG000bzv3,1,gazelleThomsons,4
ASG000bzv4,1,gazelleThomsons,7
ASG000bzvc,1,gazelleThomsons,9
ASG000bzvd,1,gazelleThomsons,7
ASG000bzvz,1,gazelleThomsons,4
ASG000bzw0,1,wildebeest,8
ASG000bzwa,1,gazelleThomsons,5
ASG000bzwp,1,zebra,4
ASG000bzws,1,wildebeest,2
ASG000bzx9,1,gazelleThomsons,1
ASG000c005,1,gazelleThomsons,3
ASG000c00f,1,gazelleThomsons,8
ASG000c00l,1,gazelleThomsons,9
ASG000c00o,1,wildebeest,1
ASG000c01s,1,gazelleThomsons,7
ASG000c02w,1,gazelleThomsons,5
ASG000c04f,1,gazelleThomsons,11-50
ASG000c05b,1,gazelleThomsons,7
ASG000c05d,1,gazelleThomsons,4
ASG000c05s,1,wildebeest,1
ASG000c06h,1,wildebeest,7
ASG000c06u,1,gazelleThomsons,11-50
ASG000c079,2,gazelleThomsons,3
ASG000c079,2,hartebeest,2
ASG000c07q,1,gazelleThomsons,9
ASG000c080,1,gazelleThomsons,4
ASG000c08w,1,zebra,8
ASG000c095,1,gazelleThomsons,1
ASG000c09l,1,gazelleThomsons,1
ASG000c0ag,1,wildebeest,1
ASG000c0br,1,gazelleThomsons,6
ASG000c0er,1,gazelleThomsons,3
ASG000c0et,1,gazelleThomsons,11-50
ASG000c0fv,2,gazelleThomsons,1
ASG000c0fv,2,hartebeest,2
ASG000c0gi,1,gazelleThomsons,4
ASG000c0gp,1,buffalo,1
ASG000c0hi,2,wildebeest,8
ASG000c0hi,2,zebra,6
ASG000c0hl,1,wildebeest,1
ASG000c0ih,1,gazelleThomsons,8
ASG000c0j5,1,wildebeest,4
ASG000c0ji,1,gazelleThomsons,5
ASG000c0kh,1,gazelleThomsons,7
ASG000c0km,1,gazelleThomsons,6
ASG000c0la,1,giraffe,1
ASG000c1gl,1,warthog,2
ASG000c1v4,1,elephant,2
ASG000c2e8,1,hippopotamus,1
ASG000c2lp,1,gazelleThomsons,4
ASG000c2m9,1,gazelleThomsons,2
ASG000c2n2,1,otherBird,1
ASG000c2nm,2,wildebeest,6
ASG000c2nm,2,zebra,7
ASG000c2pj,2,otherBird,1
ASG000c2pj,2,wildebeest,1
ASG000c2r1,2,wildebeest,1
ASG000c2r1,2,zebra,1
ASG000c2t2,1,zebra,2
ASG000c2tm,1,wildebeest,1
ASG000c2tv,1,gazelleThomsons,1
ASG000c2u8,1,zebra,5
ASG000c2uj,1,gazelleThomsons,11-50
ASG000c2vh,1,wildebeest,1
ASG000c2wa,1,zebra,2
ASG000c2wg,1,zebra,4
ASG000c2wh,1,gazelleThomsons,11-50
ASG000c2wj,2,gazelleGrants,1
ASG000c2wj,2,gazelleThomsons,6
ASG000c2wl,1,wildebeest,1
ASG000c2y1,1,gazelleThomsons,7
ASG000c2yo,1,gazelleThomsons,11-50
ASG000c2z7,1,gazelleThomsons,11-50
ASG000c2zb,1,gazelleThomsons,1
ASG000c2zu,1,zebra,4
ASG000c301,2,gazelleGrants,2
ASG000c301,2,gazelleThomsons,3
ASG000c318,1,gazelleThomsons,1
ASG000c31p,1,gazelleThomsons,1
ASG000c31z,1,gazelleThomsons,9
ASG000c32m,1,gazelleThomsons,5
ASG000c34u,1,wildebeest,11-50
ASG000c34v,1,gazelleThomsons,1
ASG000c39h,1,mongoose,3
ASG000c3al,1,gazelleThomsons,1
ASG000c3ch,1,gazelleThomsons,11-50
ASG000c3cp,1,zebra,1
ASG000c3ds,1,wildebeest,6
ASG000c3eo,1,gazelleThomsons,11-50
ASG000c3fr,1,wildebeest,2
ASG000c3fw,1,gazelleThomsons,2
ASG000c3g3,1,zebra,1
ASG000c3g5,2,otherBird,1
ASG000c3g5,2,wildebeest,4
ASG000c3it,1,gazelleThomsons,9
ASG000c3lb,1,wildebeest,3
ASG000c3lz,1,gazelleGrants,10
ASG000c3nx,1,gazelleThomsons,1
ASG000c3oz,2,wildebeest,1
ASG000c3oz,2,zebra,2
ASG000c3q5,1,zebra,6
ASG000c3rl,1,gazelleThomsons,4
ASG000c3ru,2,gazelleThomsons,1
ASG000c3ru,2,otherBird,1
ASG000c3ua,1,gazelleThomsons,1
ASG000c3v7,1,mongoose,1
ASG000c3vg,1,gazelleThomsons,2
ASG000c3y2,1,gazelleThomsons,1
ASG000c3yo,1,impossible,
ASG000c3zr,1,gazelleThomsons,7
ASG000c463,1,koriBustard,1
ASG000c469,1,gazelleThomsons,9
ASG000c471,1,gazelleThomsons,7
ASG000c479,1,gazelleThomsons,8
ASG000c47z,1,gazelleThomsons,10
ASG000c48m,1,hyenaSpotted,1
ASG000c48r,1,gazelleThomsons,11-50
ASG000c498,1,wildebeest,2
ASG000c49c,1,gazelleThomsons,1
ASG000c49e,1,gazelleThomsons,11-50
ASG000c4bj,1,gazelleThomsons,1
ASG000c4gv,1,elephant,1
ASG000c4hb,1,zebra,1
ASG000c4mz,1,wildebeest,11-50
ASG000c4nm,1,wildebeest,6
ASG000c4nu,1,zebra,4
ASG000c4o7,1,wildebeest,11-50
ASG000c4o9,1,wildebeest,4
ASG000c4oa,1,wildebeest,11-50
ASG000c4od,2,wildebeest,3
ASG000c4od,2,zebra,1
ASG000c4p4,1,wildebeest,9
ASG000c4p7,1,wildebeest,1
ASG000c4pq,1,wildebeest,1
ASG000c4q3,1,wildebeest,1
ASG000c4qg,1,wildebeest,11-50
ASG000c4qo,1,wildebeest,5
ASG000c4re,1,zebra,3
ASG000c4rn,2,otherBird,1
ASG000c4rn,2,zebra,1
ASG000c4rp,1,wildebeest,4
ASG000c4sa,1,wildebeest,3
ASG000c4sc,1,wildebeest,11-50
ASG000c4sf,2,wildebeest,1
ASG000c4sf,2,zebra,1
ASG000c4sl,1,wildebeest,1
ASG000c4tr,1,zebra,1
ASG000c4u5,1,buffalo,8
ASG000c4ud,2,otherBird,2
ASG000c4ud,2,wildebeest,7
ASG000c4uo,2,buffalo,1
ASG000c4uo,2,zebra,1
ASG000c4vg,1,wildebeest,2
ASG000c4vs,1,zebra,1
ASG000c4ws,1,giraffe,1
ASG000c4xg,1,wildebeest,1
ASG000c4y1,1,warthog,1
ASG000c4yb,1,zebra,3
ASG000c4yo,1,wildebeest,7
ASG000c4zl,2,wildebeest,5
ASG000c4zl,2,zebra,3
ASG000c50c,1,wildebeest,4
ASG000c516,1,elephant,1
ASG000c54a,1,otherBird,1
ASG000c562,1,otherBird,1
ASG000c6uw,1,otherBird,1
ASG000c6x1,1,otherBird,2
ASG000c6zg,1,human,1
ASG000c77r,1,wildebeest,1
ASG000c77w,1,wildebeest,4
ASG000c78l,1,wildebeest,4
ASG000c79e,1,gazelleThomsons,1
ASG000c79w,1,wildebeest,4
ASG000c7a0,2,wildebeest,2
ASG000c7a0,2,zebra,3
ASG000c7bt,1,wildebeest,1
ASG000c7bv,1,elephant,1
ASG000c7cl,1,human,1
ASG000c7cs,1,wildebeest,2
ASG000c7di,1,wildebeest,2
ASG000c7ex,1,wildebeest,6
ASG000c7gc,1,wildebeest,2
ASG000c7gf,1,wildebeest,5
ASG000c7gm,2,wildebeest,11-50
ASG000c7gm,2,zebra,1
ASG000c7hb,1,wildebeest,3
ASG000c7hr,1,wildebeest,8
ASG000c7hw,1,wildebeest,6
ASG000c7i0,1,wildebeest,3
ASG000c7j8,1,wildebeest,5
ASG000c7k8,1,wildebeest,1
ASG000c7ko,1,wildebeest,1
ASG000c7lc,1,wildebeest,3
ASG000c7lr,1,wildebeest,1
ASG000c7m0,1,wildebeest,7
ASG000c7m6,1,wildebeest,7
ASG000c7m7,1,wildebeest,2
ASG000c7mo,1,wildebeest,3
ASG000c7mt,1,wildebeest,10
ASG000c7nc,1,wildebeest,11-50
ASG000c7np,1,wildebeest,3
ASG000c7nq,1,wildebeest,8
ASG000c7o3,1,wildebeest,9
ASG000c7ok,1,wildebeest,2
ASG000c7ou,1,wildebeest,3
ASG000c7po,1,zebra,2
ASG000c7q0,1,wildebeest,4
ASG000c7qi,1,wildebeest,1
ASG000c7u4,1,otherBird,1
ASG000c7u8,1,buffalo,5
ASG000c7u9,1,buffalo,1
ASG000c7ub,1,buffalo,4
ASG000c7ul,1,buffalo,3
ASG000c7uo,1,buffalo,1
ASG000c7vl,1,buffalo,1
ASG000c7wj,1,buffalo,4
ASG000c7yr,1,hartebeest,1
ASG000c7ze,1,gazelleThomsons,1
ASG000c7zj,1,hartebeest,1
ASG000c801,1,hartebeest,1
ASG000c802,1,hartebeest,1
ASG000c805,1,hartebeest,1
ASG000c80l,1,gazelleThomsons,1
ASG000c816,1,hartebeest,1
ASG000c827,1,gazelleThomsons,1
ASG000c829,1,gazelleThomsons,1
ASG000c834,1,hartebeest,1
ASG000c83x,1,hartebeest,1
ASG000c84f,1,eland,3
ASG000c870,1,hartebeest,1
ASG000c882,1,buffalo,4
ASG000c88e,1,buffalo,2
ASG000c88t,1,wildebeest,7
ASG000c88x,1,wildebeest,11-50
ASG000c89p,1,zebra,3
ASG000c89u,1,wildebeest,3
ASG000c89z,1,aardvark,1
ASG000c8a5,1,human,3
ASG000c8b0,1,wildebeest,3
ASG000c8bi,1,zebra,3
ASG000c8bx,1,zebra,9
ASG000c8c8,1,zebra,2
ASG000c8cj,1,giraffe,1
ASG000c8ct,1,human,2
ASG000c8dg,1,zebra,5
ASG000c8dz,1,wildebeest,11-50
ASG000c8er,1,wildebeest,1
ASG000c8f6,1,wildebeest,1
ASG000c8f7,1,buffalo,1
ASG000c8fw,1,zebra,4
ASG000c8gb,1,human,1
ASG000c8i9,1,wildebeest,9
ASG000c8ij,1,wildebeest,9
ASG000c8jf,1,wildebeest,9
ASG000c8k2,1,serval,1
ASG000c8mh,1,buffalo,2
ASG000c8nn,1,buffalo,1
ASG000c8pm,1,buffalo,1
ASG000c8pr,1,buffalo,1
ASG000c8pt,1,buffalo,1
ASG000c8ra,1,buffalo,1
ASG000c8t5,1,buffalo,1
ASG000c8tr,1,lionFemale,1
ASG000c8xm,1,buffalo,2
ASG000c8xr,1,zebra,11-50
ASG000c8xt,1,elephant,1
ASG000c8ya,1,zebra,8
ASG000c8z6,1,buffalo,1
ASG000c90a,1,buffalo,1
ASG000c90j,1,buffalo,1
ASG000c91k,1,zebra,6
ASG000c93g,1,buffalo,1
ASG000c93o,1,buffalo,1
ASG000c969,1,impossible,
ASG000c96r,1,zebra,2
ASG000c986,1,zebra,11-50
ASG000c98g,1,lionFemale,1
ASG000c990,1,wildebeest,1
ASG000c992,1,wildebeest,1
ASG000c9ad,1,zebra,3
ASG000c9aj,1,zebra,6
ASG000c9ay,1,warthog,1
ASG000c9ba,1,zebra,2
ASG000c9bm,2,wildebeest,5
ASG000c9bm,2,zebra,1
ASG000c9ch,1,wildebeest,4
ASG000c9co,1,zebra,3
ASG000c9do,1,lionFemale,4
ASG000c9ff,1,lionFemale,4
ASG000c9hq,1,wildebeest,11-50
ASG000c9ig,1,wildebeest,9
ASG000c9j2,1,wildebeest,10
ASG000c9jk,1,wildebeest,2
ASG000c9jw,1,wildebeest,11-50
ASG000c9kr,1,wildebeest,6
ASG000c9m6,1,human,1
ASG000c9mt,1,wildebeest,5
ASG000c9mv,1,wildebeest,1
ASG000c9n9,1,wildebeest,1
ASG000c9nm,1,wildebeest,9
ASG000c9od,1,wildebeest,11-50
ASG000c9oj,1,wildebeest,11-50
ASG000c9on,1,wildebeest,4
ASG000c9ov,1,wildebeest,7
ASG000c9q2,1,zebra,9
ASG000c9qe,1,zebra,4
ASG000c9qf,1,zebra,7
ASG000c9qn,1,hyenaSpotted,1
ASG000c9qw,1,wildebeest,2
ASG000cbt9,1,buffalo,1
ASG000cbtd,1,buffalo,2
ASG000cbtw,2,buffalo,3
ASG000cbtw,2,otherBird,3
ASG000cbu6,1,buffalo,1
ASG000cbvq,1,wildebeest,1
ASG000cbwf,1,wildebeest,1
ASG000cbwr,1,porcupine,1
ASG000cbx6,1,zebra,11-50
ASG000cbyn,1,wildebeest,2
ASG000cbys,2,wildebeest,3
ASG000cbys,2,zebra,1
ASG000cbzr,1,wildebeest,2
ASG000cbzv,1,topi,1
ASG000cc2g,1,wildebeest,1
ASG000cc33,1,elephant,2
ASG000cc3d,1,wildebeest,2
ASG000cc3i,1,wildebeest,2
ASG000cc3j,1,human,1
ASG000cc3v,2,otherBird,1
ASG000cc3v,2,wildebeest,2
ASG000cc5c,1,hippopotamus,1
ASG000cc5j,1,hippopotamus,1
ASG000cc5o,1,porcupine,1
ASG000cc60,2,wildebeest,9
ASG000cc60,2,zebra,1
ASG000cc6b,1,wildebeest,6
ASG000cc6s,1,wildebeest,3
ASG000cc74,1,wildebeest,2
ASG000cc7e,2,wildebeest,3
ASG000cc7e,2,zebra,2
ASG000cc7h,1,wildebeest,3
ASG000cc86,1,wildebeest,1
ASG000cc88,1,zebra,2
ASG000cc8l,1,wildebeest,11-50
ASG000cc8m,2,wildebeest,5
ASG000cc8m,2,zebra,2
ASG000cc93,1,wildebeest,1
ASG000ccix,1,topi,2
ASG000cdkq,1,impala,1
ASG000cdmo,1,wildebeest,11-50
ASG000cdn8,1,impala,1
ASG000cdor,2,wildebeest,3
ASG000cdor,2,zebra,3
ASG000cdp1,2,wildebeest,10
ASG000cdp1,2,zebra,2
ASG000cdq5,2,wildebeest,2
ASG000cdq5,2,zebra,2
ASG000cdq6,1,impala,4
ASG000cdqd,1,zebra,1
ASG000cdr8,1,zebra,1
ASG000cdra,1,zebra,3
ASG000cdrn,1,zebra,3
ASG000cdsg,1,impala,2
ASG000cdsj,1,zebra,4
ASG000cdt0,1,zebra,1
ASG000cdt8,1,zebra,2
ASG000cdti,2,wildebeest,2
ASG000cdti,2,zebra,1
ASG000cdw3,1,zebra,5
ASG000cdwa,2,wildebeest,1
ASG000cdwa,2,zebra,1
ASG000cdwe,1,wildebeest,3
ASG000cdxh,1,zebra,1
ASG000cdxw,1,wildebeest,11-50
ASG000cdy8,1,zebra,4
ASG000cdyy,1,zebra,3
ASG000cdz3,2,wildebeest,3
ASG000cdz3,2,zebra,2
ASG000ce06,1,impala,3
ASG000ce0h,1,zebra,4
ASG000ce14,1,zebra,1
ASG000ce1c,1,zebra,4
ASG000ce1i,1,wildebeest,3
ASG000ce1u,1,zebra,1
ASG000ce24,1,zebra,4
ASG000ce2h,2,wildebeest,2
ASG000ce2h,2,zebra,3
ASG000ce2z,1,zebra,1
ASG000ce36,1,zebra,1
ASG000ce39,1,zebra,3
ASG000ce3n,1,zebra,2
ASG000ce3q,1,wildebeest,3
ASG000ce3x,1,zebra,4
ASG000ce4r,1,zebra,1
ASG000ce4s,1,zebra,4
ASG000ce4x,1,zebra,1
ASG000ce5n,1,wildebeest,8
ASG000ce6t,1,zebra,1
ASG000ce6w,1,zebra,1
ASG000ce7e,1,wildebeest,11-50
ASG000ce7y,2,wildebeest,2
ASG000ce7y,2,zebra,4
ASG000ce89,1,zebra,3
ASG000ce8b,1,zebra,2
ASG000ce8r,1,wildebeest,6
ASG000ce8v,1,wildebeest,2
ASG000cea3,1,zebra,1
ASG000cea8,1,zebra,2
ASG000ceap,1,zebra,2
ASG000cebw,1,zebra,1
ASG000cecr,1,zebra,2
ASG000ceee,1,wildebeest,1
ASG000ceez,1,gazelleGrants,1
ASG000cefq,1,eland,1
ASG000cegl,1,gazelleThomsons,1
ASG000ceoc,1,zebra,11-50
ASG000ceoj,1,zebra,7
ASG000ceor,1,zebra,3
ASG000cepw,1,zebra,11-50
ASG000ceqh,3,human,1
ASG000ceqh,3,wildebeest,1
ASG000ceqh,3,zebra,3
ASG000ceqj,1,wildebeest,11-50
ASG000ceqt,1,wildebeest,5
ASG000ceqw,1,warthog,3
ASG000cerf,1,zebra,5
ASG000cerj,1,zebra,2
ASG000cerr,1,zebra,1
ASG000cesh,1,elephant,2
ASG000cest,1,cheetah,1
ASG000cet7,1,zebra,1
ASG000cete,2,topi,2
ASG000cete,2,warthog,2
ASG000cetl,1,wildebeest,11-50
ASG000cetm,2,wildebeest,10
ASG000cetm,2,zebra,8
ASG000cetn,1,wildebeest,3
ASG000ceu5,1,wildebeest,1
ASG000cev9,2,otherBird,1
ASG000cev9,2,zebra,3
ASG000cevf,1,baboon,1
ASG000cewa,1,zebra,1
ASG000cex6,2,wildebeest,3
ASG000cex6,2,zebra,9
ASG000ceyd,1,zebra,11-50
ASG000cez1,1,topi,1
ASG000cezl,1,topi,2
ASG000cf7p,1,wildebeest,1
ASG000cfcl,1,otherBird,3
ASG000cfeb,1,topi,2
ASG000cfge,1,wildebeest,2
ASG000cfgj,1,warthog,2
ASG000cfni,1,wildebeest,11-50
ASG000cfoy,1,wildebeest,1
ASG000cfqu,1,wildebeest,1
ASG000cfwi,1,wildebeest,1
ASG000cfz3,1,wildebeest,1
ASG000cg33,1,wildebeest,5
ASG000cg9v,1,wildebeest,9
ASG000cgfr,1,wildebeest,4
ASG000cggr,1,wildebeest,1
ASG000cghf,2,wildebeest,3
ASG000cghf,2,zebra,4
ASG000cghw,1,wildebeest,2
ASG000cgke,1,wildebeest,2
ASG000cgqu,1,wildebeest,6
ASG000cgwf,1,wildebeest,10
ASG000cgyw,1,wildebeest,7
ASG000ch12,1,wildebeest,8
ASG000ch4e,1,gazelleGrants,1
ASG000ch4w,1,wildebeest,11-50
ASG000ch7o,1,wildebeest,3
ASG000ch8w,1,gazelleGrants,1
ASG000chc2,1,wildebeest,1
ASG000chet,1,wildebeest,1
ASG000chf4,1,wildebeest,5
ASG000chj9,1,zebra,2
ASG000chso,1,wildebeest,2
ASG000chtq,1,wildebeest,1
ASG000chtr,1,wildebeest,4
ASG000chul,1,wildebeest,11-50
ASG000chwf,1,wildebeest,6
ASG000ci0d,1,wildebeest,2
ASG000cia1,1,wildebeest,10
ASG000cigf,1,wildebeest,3
ASG000cih6,1,wildebeest,3
ASG000cij2,1,wildebeest,1
ASG000cilr,1,vervetMonkey,1
ASG000cim4,1,elephant,1
ASG000cinn,1,impala,1
ASG000cio0,1,buffalo,4
ASG000cith,1,warthog,1
ASG000ciu1,1,warthog,2
ASG000ciwq,1,impala,6
ASG000cixh,1,buffalo,1
ASG000ciy8,1,wildebeest,1
ASG000ciyd,1,zebra,1
ASG000ciyo,1,wildebeest,6
ASG000ciz6,1,wildebeest,7
ASG000cizs,1,wildebeest,5
ASG000cizu,1,wildebeest,3
ASG000cizv,1,zebra,6
ASG000cizz,1,zebra,2
ASG000cj0r,1,wildebeest,11-50
ASG000cj0y,1,wildebeest,11-50
ASG000cj1f,1,wildebeest,4
ASG000cj1o,1,zebra,2
ASG000cj2f,1,wildebeest,2
ASG000cj3d,2,wildebeest,5
ASG000cj3d,2,zebra,1
ASG000cj3l,1,wildebeest,4
ASG000cj47,2,wildebeest,4
ASG000cj47,2,zebra,3
ASG000cj4d,1,wildebeest,3
ASG000cj4k,1,wildebeest,6
ASG000cj5d,1,wildebeest,3
ASG000cj5v,1,wildebeest,2
ASG000cj6i,1,zebra,10
ASG000cj7m,1,wildebeest,1
ASG000cj86,1,zebra,4
ASG000cj8a,1,wildebeest,11-50
ASG000cj92,2,wildebeest,4
ASG000cj92,2,zebra,1
ASG000cj9m,1,wildebeest,8
ASG000cjbg,1,wildebeest,8
ASG000cjdf,1,impala,1
